Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-REC-01327,Workday,RECRUITING,Requisition,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Edit Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01328,Workday,RECRUITING,Requisition,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Import Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01329,Workday,RECRUITING,Requisition,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Reject Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01330,Workday,RECRUITING,Requisition,Hospitality,Budget -> Expense -> Journal -> Dashboard,Workflow,Export Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01331,Workday,RECRUITING,Sourcing,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Review Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01332,Workday,RECRUITING,Sourcing,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Review Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01333,Workday,RECRUITING,Sourcing,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Update Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01334,Workday,RECRUITING,Sourcing,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Sync Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01335,Workday,RECRUITING,Sourcing,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Security,Edit Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01336,Workday,RECRUITING,Sourcing,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Import Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01337,Workday,RECRUITING,Sourcing,Corporate,Budget -> Expense -> Journal -> Dashboard,Security,Import Corporate Workday Sourcing,Workday access is provisioned and Corporate test data exists,"1. Open Workday Sourcing.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01338,Workday,RECRUITING,Sourcing,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Validate Retail Workday Sourcing,Workday access is provisioned and Retail test data exists,"1. Open Workday Sourcing.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01339,Workday,RECRUITING,Sourcing,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Submit Retail Workday Sourcing,Workday access is provisioned and Retail test data exists,"1. Open Workday Sourcing.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01340,Workday,RECRUITING,Sourcing,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Validate Retail Workday Sourcing,Workday access is provisioned and Retail test data exists,"1. Open Workday Sourcing.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01341,Workday,RECRUITING,Sourcing,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Update Retail Workday Sourcing,Workday access is provisioned and Retail test data exists,"1. Open Workday Sourcing.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01342,Workday,RECRUITING,Sourcing,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Update Retail Workday Sourcing,Workday access is provisioned and Retail test data exists,"1. Open Workday Sourcing.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01343,Workday,RECRUITING,Sourcing,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Approve Retail Workday Sourcing,Workday access is provisioned and Retail test data exists,"1. Open Workday Sourcing.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01344,Workday,RECRUITING,Sourcing,Retail,Budget -> Expense -> Journal -> Dashboard,Integration,Create Retail Workday Sourcing,Workday access is provisioned and Retail test data exists,"1. Open Workday Sourcing.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01345,Workday,RECRUITING,Sourcing,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Edit Healthcare Workday Sourcing,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Sourcing.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01346,Workday,RECRUITING,Sourcing,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Export Healthcare Workday Sourcing,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Sourcing.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01347,Workday,RECRUITING,Sourcing,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Review Healthcare Workday Sourcing,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Sourcing.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01348,Workday,RECRUITING,Sourcing,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Update Healthcare Workday Sourcing,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Sourcing.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01349,Workday,RECRUITING,Sourcing,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Edit Healthcare Workday Sourcing,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Sourcing.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
