Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-REG-02337,Veeva,Regulatory,Labels,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Functional,Route Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02338,Veeva,Regulatory,Labels,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Route Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02339,Veeva,Regulatory,Labels,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Performance,Delete Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02340,Veeva,Regulatory,Labels,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,UI,Approve Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02341,Veeva,Regulatory,Publishing,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Delete Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02342,Veeva,Regulatory,Publishing,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Regression,Update Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02343,Veeva,Regulatory,Publishing,Pharma,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Reject Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02344,Veeva,Regulatory,Publishing,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Search Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02345,Veeva,Regulatory,Publishing,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Performance,Update Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02346,Veeva,Regulatory,Publishing,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Integration,Restore Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02347,Veeva,Regulatory,Publishing,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Validate Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02348,Veeva,Regulatory,Publishing,Biotech,Author -> Review -> Sign -> Distribute -> Track,Security,Submit Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02349,Veeva,Regulatory,Publishing,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Performance,Clone Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02350,Veeva,Regulatory,Publishing,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Security,Archive Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02351,Veeva,Regulatory,Publishing,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Integration,Update Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02352,Veeva,Regulatory,Publishing,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,UI,Create Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02353,Veeva,Regulatory,Publishing,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Performance,Restore Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02354,Veeva,Regulatory,Publishing,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Data Migration,Create Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02355,Veeva,Regulatory,Publishing,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Performance,Restore Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02356,Veeva,Regulatory,Publishing,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Performance,Approve Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02357,Veeva,Regulatory,Publishing,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Functional,Validate Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02358,Veeva,Regulatory,Publishing,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Create Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02359,Veeva,Regulatory,Publishing,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Clone Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02360,Veeva,Regulatory,Publishing,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Security,Search Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02361,Veeva,Regulatory,Publishing,CRO,Setup -> Review -> Approve -> Publish -> Archive,Workflow,Archive CRO Veeva Publishing,User has Veeva access and CRO data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
